"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.before1","Input.before2","Input.before3","Input.before4","Answer.command","Answer.doNotRedirect","Approve","Reject"
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","304SM51WA4ETHVJWAIS5RAI6JHHSBN","AYD2LKV6C5F2S","Approved","Wed Jan 03 07:56:14 PST 2018","Wed Jan 03 07:57:20 PST 2018","Sat Jan 06 07:57:20 PST 2018","2018-01-06 15:57:45 UTC","","","66","100% (3/3)","100% (3/3)","100% (3/3)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","Leave the pink room through the blue room.",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","308Q0PEVB9NLZO137MKVW2HTNQBI9P","A1LXW53Z5S9XG","Approved","Thu Jan 04 11:02:26 PST 2018","Thu Jan 04 11:03:16 PST 2018","Sun Jan 07 11:03:16 PST 2018","2018-01-07 19:03:46 UTC","","","50","100% (4/4)","100% (4/4)","100% (4/4)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","Robot you should travel through the blue painted room",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","30IQTZXKALG0TP2L6C13613F7QCX00","A13XXMDHOULEZ7","Approved","Tue Jan 02 23:46:06 PST 2018","Tue Jan 02 23:56:43 PST 2018","Fri Jan 05 23:56:43 PST 2018","2018-01-06 07:56:44 UTC","","","637","100% (2/2)","100% (2/2)","100% (2/2)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","Go to the blue room. Keep going and stop when you reach the green room.",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","30LSNF239V5AZ4G4MD5GMF9FHE4I2O","A2HM35CWB7IIFM","Approved","Wed Jan 03 11:35:49 PST 2018","Wed Jan 03 11:37:20 PST 2018","Sat Jan 06 11:37:20 PST 2018","2018-01-06 19:37:45 UTC","","","91","100% (46/46)","100% (2/2)","100% (2/2)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","Move from the pink box into the green box by way of the blue box, avoiding the yellow or red box.",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","30ZX6P7VF956UF0A4VQGYGOFUYR2JS","ABLP1KUWW46S6","Approved","Thu Jan 04 07:49:16 PST 2018","Thu Jan 04 07:51:01 PST 2018","Sun Jan 07 07:51:01 PST 2018","2018-01-07 15:51:44 UTC","","","105","100% (1/1)","100% (1/1)","100% (1/1)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","Go through the Blue area",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","3137ONMDKHFOYTMPP90E345OY3IGE9","A1UUNYHX3M8O3O","Approved","Wed Jan 03 06:21:34 PST 2018","Wed Jan 03 06:22:33 PST 2018","Sat Jan 06 06:22:33 PST 2018","2018-01-06 14:22:45 UTC","","","59","100% (1/1)","100% (1/1)","100% (1/1)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","Robot must always enter the blue square",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","31EUONYN2WDTSHP98I2W8H2CQLSOVT","A2KPTJMOIYHG69","Approved","Wed Jan 03 11:16:58 PST 2018","Wed Jan 03 11:17:46 PST 2018","Sat Jan 06 11:17:46 PST 2018","2018-01-06 19:17:47 UTC","","","48","100% (2/2)","100% (2/2)","100% (2/2)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","Go to Blue, then Green.",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","323Q6SJS8JQU43HW4Q226M2PQ69HFV","A124E03UMDZAA9","Approved","Wed Jan 03 13:19:18 PST 2018","Wed Jan 03 13:19:50 PST 2018","Sat Jan 06 13:19:50 PST 2018","2018-01-06 21:20:44 UTC","","","32","100% (2/2)","100% (2/2)","100% (2/2)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","Go from bottom to to via blue, avoid yellow and red.",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","324G5B4FB4I6EAWUOZX5C2QR61607Q","A257UIPAZR9NTN","Rejected","Wed Jan 03 15:20:24 PST 2018","Wed Jan 03 15:23:39 PST 2018","Sat Jan 06 15:23:39 PST 2018","","Wed Jan 03 18:11:07 PST 2018","Not specific or correct. Need full sentences accurately describing the presented task.","195","0% (0/2)","0% (0/2)","0% (0/2)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","blue",""
"3XDJY5RK5SVMPPSXU68G9DY35DX4U0","3DQQATL6OSO16P6GUHOJBQ3L5KG4I6","Identification of robot commands","Give a single command to a robot that would describe a task","image, tag, picture, different, robot, language, command, research, robotics","$0.50","Tue Jan 02 23:45:40 PST 2018","195","BatchId:3066047;OriginalHitTemplateId:920937336;","1800","259200","Sat Jan 13 11:34:30 PST 2018","","","32SCWG5HIIEQYRM9MA73LPR3J2GP6D","AIEPNTBM9BNSE","Approved","Thu Jan 04 03:26:41 PST 2018","Thu Jan 04 03:27:08 PST 2018","Sun Jan 07 03:27:08 PST 2018","2018-01-07 11:27:44 UTC","","","27","50% (1/2)","50% (1/2)","50% (1/2)","https://docs.google.com/drawings/d/e/2PACX-1vT-AmyoHYNIXK9dRFk87fIghfTia5xtieYXNrCuKmkLu9v0zfXdzD7tZaRyL-leFk1gHAYNLsMPixOl/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vR_Wp8emnuXxNvCZOwkmOHofc8gLYu873gmCwsCi2gXZzOityKKuCAs7DDuggvQTPKYUUpqX3wOfka6/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vQ2r5RhtgS6_-dFb2Ga5jPN2s2XNab2HDmlQEEDvDL6tq504K43CaE0eFPOm_MN4IJiiFrJqBWTB5Xp/pub?w=1440&h=1080","https://docs.google.com/drawings/d/e/2PACX-1vSRqGHu2vLS7Fd70S7LCTyhiBvdnAiKtLh7gNW30V-IY97BX7_LRM7QwDeTjY1yuH85GrYmJ2j3vX2K/pub?w=1440&h=1080","go to blue",""
